,text_review,tag,bin_tag,text_pos,lemmas,num_tokens
1729,not as confusing as many other games like it it was moderately difficult which made it more enjoyable the free games were well done and made me want to buy more,2.0,1.0,RB IN JJ IN JJ JJ NNS IN PRP PRP VBD RB JJ WDT VBD PRP RBR JJ DT JJ NNS VBD RB VBN CC VBN PRP VBP TO VB JJR,not as confusing as many other game like it it be moderately difficult which make it more enjoyable the free game be well do and make I want to buy more,31
1730,note this review is for the 3610ar not the ar-b but i will make a guess that they are close enough that a little positive feedback is better than nothing.had my tower fan for over a year now used pretty often it is quiet and has nice oscillating feature delayed shut-off features and three speed settings the delayed shut-off works well if you are trying to use the fan to increase comfort in trying to fall asleep but do not want it on all night it has one hour two hour four hour and eight hour settings which have functioned well for my use.not loud even highest setting is of an acceptable noise level and sturdy if you treat it okay i have disassembled this fan and stored it in a cardboard box with other stuff for a few months over the summer still holds up fine,3.0,1.0,NN DT NN VBZ IN DT JJ RB DT JJ CC FW MD VB DT NN IN PRP VBP RB RB IN DT JJ JJ NN VBZ JJR IN JJ PRP$ NN NN IN IN DT NN RB VBN RB RB PRP VBZ JJ CC VBZ JJ VBG NN VBD JJ NNS CC CD NN NNS DT VBN NN VBZ RB IN PRP VBP VBG TO VB DT NN TO VB NN IN VBG TO VB RB CC VBP RB VB PRP IN DT NN PRP VBZ CD NN CD NN CD NN CC CD NN NNS WDT VBP VBN RB IN PRP$ JJ JJ RB JJS NN VBZ IN DT JJ NN NN CC JJ IN PRP VBP PRP JJ FW VBP VBN DT NN CC VBD PRP IN DT NN NN IN JJ NN IN DT JJ NNS IN DT NN RB VBZ RP NN,note this review be for the 3610ar not the ar-b but i will make a guess that they be close enough that a little positive feedback be better than nothing.had my tower fan for over a year now use pretty often it be quiet and have nice oscillate feature delay shut-off feature and three speed setting the delay shut-off work well if you be try to use the fan to increase comfort in try to fall asleep but do not want it on all night it have one hour two hour four hour and eight hour setting which have function well for my use.not loud even highest setting be of a acceptable noise level and sturdy if you treat it okay i have disassemble this fan and store it in a cardboard box with other stuff for a few month over the summer still hold up fine,147
1731,i love this stick ...,1.0,0.0,LS NN DT NN :,i love this stick ...,5
1732,what a pain to to remove the cover and does not fit some plug types only the smallest plugs will work like lamp plugs not not thick cords like computer plugs xbox ps4 etc are out of of the question you can replace computer cables with thinner lower grade cables to get around this,1.0,0.0,WP DT NN TO TO VB DT NN CC VBZ RB VB DT NN NNS RB DT JJS NNS MD VB IN NN VBZ RB RB JJ NNS IN NN VBZ NN NN NN VBP IN IN IN DT NN PRP MD VB NN NNS IN JJR JJR NN NNS TO VB IN DT,what a pain to to remove the cover and do not fit some plug type only the smallest plug will work like lamp plug not not thick cord like computer plug xbox ps4 etc be out of of the question you can replace computer cable with thinner lower grade cable to get around this,54
1733,good quality of this bottle but i am afraid the staw is too short to suck for the young baby,1.0,0.0,JJ NN IN DT NN CC FW VBP JJ DT NN VBZ RB JJ TO VB IN DT JJ NN,good quality of this bottle but i be afraid the staw be too short to suck for the young baby,20
1734,i am not using this product to dictate this review because it does not work with my system i have windows vista and have tried to set up the microphone that came with the package as well the professional microphones that i use in my studio that cost hundreds of dollars this products fails on both counts i am sure that with enough twiddling and tweaking i will eventually get it to work as for now it is just another typical expensive software package that does not perform as advertised without a lot of troubleshooting it would be nice if i could get what i pay for straight out of the box every once in a while ...,0.0,0.0,LS VBP RB VBG DT NN TO VB DT NN IN PRP VBZ RB VB IN PRP$ NN FW VBP NNS NN CC VBP VBN TO VB RP DT NN WDT VBD IN DT NN RB RB DT JJ NNS WDT FW NN IN PRP$ NN IN NN NNS IN NNS DT NNS VBZ IN DT NNS FW VBP JJ IN IN JJ VBG CC NN FW MD RB VB PRP TO VB IN IN RB PRP VBZ RB DT JJ JJ NN NN WDT VBZ RB VB IN VBN IN DT NN IN VBG PRP MD VB JJ IN FW MD VB WP FW NN IN JJ IN IN DT NN DT RB IN DT NN :,i be not use this product to dictate this review because it do not work with my system i have window vista and have try to set up the microphone that come with the package as well the professional microphone that i use in my studio that cost hundred of dollar this product fail on both count i be sure that with enough twiddle and tweaking i will eventually get it to work as for now it be just another typical expensive software package that do not perform as advertise without a lot of troubleshoot it would be nice if i could get what i pay for straight out of the box every once in a while ...,118
1735,this is just a wonderful recording of wind quintet music terrific blend and balance from the musicians and the music itself expressed with obvious great interest and in most cases real passion from the players a must-have recording for anyone who enjoys small-ensemble wind music,3.0,1.0,DT VBZ RB DT JJ NN IN NN JJ NN JJ VB CC VB IN DT NNS CC DT NN PRP VBD IN JJ JJ NN CC IN JJS NNS JJ NN IN DT NNS DT JJ NN IN NN WP VBZ JJ NN NN,this be just a wonderful recording of wind quintet music terrific blend and balance from the musician and the music itself express with obvious great interest and in most case real passion from the player a must-have recording for anyone who enjoy small-ensemble wind music,45
1736,work very well but ear cushions are not comfortable,1.0,0.0,NN RB RB CC NN NNS VBP RB JJ,work very well but ear cushion be not comfortable,9
1737,somehow i am disappointed with this vivaldi recording i am a big vivaldi fan especially when it comes to the venice baroque orchestra which certainly plays well here it is more the soloist and the choice of arias these are mostly calm and lets say soft arias not the furious and virtuous arias we came to know from vivaldi do not get me wrong especially those calm arias can be extraordinary gems but here they are here presented for me at least as a bit boring and uninspired i am going to sell this cd something i rarely do,2.0,1.0,RB FW VBP VBN IN DT NN NN FW VBP DT JJ NN NN RB WRB PRP VBZ TO DT NN JJ NN WDT RB VBZ RB RB PRP VBZ RBR DT NN CC DT NN IN NNS DT VBP RB JJ CC VBZ VBP JJ NNS RB DT JJ CC JJ NNS PRP VBD TO VB IN NNS VBP RB VB PRP JJ RB DT JJ NNS MD VB JJ NNS CC RB PRP VBP RB VBN IN PRP IN JJS IN DT NN JJ CC JJ FW VBP VBG TO VB DT NN NN FW RB VBP,somehow i be disappoint with this vivaldi recording i be a big vivaldi fan especially when it come to the venice baroque orchestra which certainly play well here it be more the soloist and the choice of aria these be mostly calm and let say soft aria not the furious and virtuous aria we come to know from vivaldus do not get I wrong especially those calm aria can be extraordinary gem but here they be here present for I at least as a bit boring and uninspired i be go to sell this cd something i rarely do,99
1738,it is a lovely wallet just as it appears however it is too large i expected it to be smaller.still i have received a lot of compliments regarding it even though it is not really to my taste,2.0,1.0,PRP VBZ DT JJ NN RB IN PRP VBZ RB PRP VBZ RB JJ FW VBN PRP TO VB JJ FW VBP VBN DT NN IN NNS VBG PRP RB IN PRP VBZ RB RB TO PRP$ NN,it be a lovely wallet just as it appear however it be too large i expect it to be smaller.still i have receive a lot of compliment regard it even though it be not really to my taste,38
1739,i love this game because my grandfather fought in the pacific theater and in a very remote way it reminds me of the stories he told me when i was young it is difficult for this over forty year old gamers but not so complex i cannot eventually get through a level without giving up not very gory at all easy to get lost in the jungle so pay attention to your compass all in all it is a historical based game that is challenging but not impossible,3.0,1.0,LS NN DT NN IN PRP$ NN VBN IN DT JJ NN CC IN DT RB JJ NN PRP VBZ PRP IN DT NNS PRP VBD PRP WRB FW VBD JJ PRP VBZ JJ IN DT IN CD NN JJ NNS CC RB RB JJ FW MD RB RB VB IN DT NN IN VBG RP RB RB JJ IN DT JJ TO VB VBN IN DT NN IN NN NN TO PRP$ NN DT IN DT PRP VBZ DT JJ VBN NN WDT VBZ JJ CC RB JJ,i love this game because my grandfather fight in the pacific theater and in a very remote way it remind I of the story he tell I when i be young it be difficult for this over forty year old gamer but not so complex i can not eventually get through a level without give up not very gory at all easy to get lose in the jungle so pay attention to you compass all in all it be a historical base game that be challenging but not impossible,88
1740,very cute and sturdy vanity to keep all the play makeup together one negative would be that the mirror comes out very easily,2.0,1.0,RB JJ CC JJ NN TO VB PDT DT NN NN RB CD JJ MD VB IN DT NN VBZ RP RB RB,very cute and sturdy vanity to keep all the play makeup together one negative would be that the mirror come out very easily,23
1741,i absolutely love the owl case it fits my iphone exactly how it should the only problem i have with it is when i received it some color was missing on the case not very noticeable however fast shipper,2.0,1.0,LS RB VBP DT NN NN PRP VBZ PRP$ NN RB WRB PRP MD DT JJ NN FW VBP IN PRP VBZ WRB FW VBD PRP DT NN VBD VBG IN DT NN RB RB JJ RB JJ NN,i absolutely love the owl case it fit my iphone exactly how it should the only problem i have with it be when i receive it some color be miss on the case not very noticeable however fast shipper,39
1742,this app caused my droid three to crash kind of cute but basically a waste of time til it crashes your phone,0.0,0.0,DT NN VBD PRP$ NN CD TO VB NN IN JJ CC RB DT NN IN NN IN PRP VBZ PRP$ NN,this app cause my droid three to crash kind of cute but basically a waste of time til it crash you phone,22
1743,perfect for my out door shower,1.0,0.0,JJ IN PRP$ RP NN NN,perfect for my out door shower,6
1744,colors beautiful just difficult enough great way to pass a cold day trapped indoors i will buy more from them,1.0,0.0,NNS JJ RB JJ RB JJ NN TO VB DT JJ NN VBN RB FW MD VB RBR IN PRP,color beautiful just difficult enough great way to pass a cold day trap indoors i will buy more from they,20
1745,finding out that i am extremely allergic to dust mites i purchased this item well it may envelope the whole mattress but it does not zip at the bottom so there is still some exposure to these critters ... will think of getting a different one,2.0,1.0,VBG RP IN FW VBP RB JJ TO NN NNS FW VBN DT NN RB PRP MD NN DT JJ NN CC PRP VBZ RB VB IN DT NN RB EX VBZ RB DT NN TO DT NNS : MD VB IN VBG DT JJ CD,find out that i be extremely allergic to dust mite i purchase this item well it may envelope the whole mattress but it do not zip at the bottom so there be still some exposure to these critter ... will think of get a different one,46
1746,had trouble finding elsewhere it was a little slow arriving but i was in no hurry it is being put to good use,1.0,0.0,VBD NN VBG RB PRP VBD DT JJ JJ VBG CC FW VBD IN DT NN PRP VBZ VBG VBN TO JJ NN,have trouble find elsewhere it be a little slow arrive but i be in no hurry it be be put to good use,23
1747,great way to do taxes very helpful in getting it right i had used tax cut but i think turbo tax is better quick refund i,2.0,1.0,JJ NN TO VB NNS RB JJ IN VBG PRP JJ FW VBD VBN NN NN CC FW VBP JJ NN VBZ RBR JJ NN FW,great way to do tax very helpful in get it right i have use tax cut but i think turbo tax be better quick refund i,26
1748,i loved this charger it worked fantastic for my iphone and ipad and i carried it around with me constantly until six months in to having it when it just died completely no amount of plugging it in and resetting it would make it come back to life so disappointed i have referred tons of people to this chargers i am a blogger and in social media so we are always running out of battery life on our devices and i am crushed that this just died on me after six months of us not sure if i want to invest in another one,0.0,0.0,LS VBD DT NN PRP VBD JJ IN PRP$ NN CC NN CC FW VBD PRP RP IN PRP RB IN CD NNS IN TO VBG PRP WRB PRP RB VBD RB DT NN IN VBG PRP IN CC VBG PRP MD VB PRP VB RB TO NN RB JJ FW VBP VBN NNS IN NNS TO DT NNS FW VBP DT NN CC IN JJ NNS IN PRP VBP RB VBG IN IN NN NN IN PRP$ NNS CC FW VBP VBN IN DT RB VBN IN PRP IN CD NNS IN PRP RB RB IN FW VBP TO VB IN DT CD,i love this charger it work fantastic for my iphone and ipad and i carry it around with I constantly until six month in to have it when it just die completely no amount of plug it in and reset it would make it come back to life so disappointed i have refer ton of people to this charger i be a blogger and in social media so we be always run out of battery life on we device and i be crush that this just die on I after six month of we not sure if i want to invest in another one,104
1749,excelente,0.0,0.0,FW,excelente,1
1750,this is a good pouch holster for a smart phone with a rugged case i have kept breaking the rugged cases belt clips i got tired of always having to replace the case and the belt clip because you cannot buy them separate since i bought this case i have not had to worry about that anymore,2.0,1.0,DT VBZ DT JJ NN NN IN DT JJ NN IN DT JJ NN FW VBP VBN VBG DT JJ NNS NN NNS FW VBD VBN IN RB VBG TO VB DT NN CC DT NN NN IN PRP MD RB VB PRP JJ IN FW VBD DT NN FW VBP RB VBN TO VB IN DT RB,this be a good pouch holster for a smart phone with a rugged case i have keep break the rugged case belt clip i get tire of always have to replace the case and the belt clip because you can not buy they separate since i buy this case i have not have to worry about that anymore,57
1751,it looks great and goes with everything i wear it everyday and it looks as good as when it first arrived i love it,2.0,1.0,PRP VBZ JJ CC VBZ IN NN FW VB PRP JJ CC PRP VBZ RB JJ IN WRB PRP RB VBD FW VBP PRP,it look great and go with everything i wear it everyday and it look as good as when it first arrive i love it,24
1752,as advertised when i pulled the item up in search and looked for hdmi cables to use in connecting my new monitor to ps3,1.0,0.0,IN VBN WRB FW VBD DT NN RP IN NN CC VBD IN NNS NNS TO VB IN VBG PRP$ JJ NN TO NN,as advertise when i pull the item up in search and look for hdmus cable to use in connect my new monitor to ps3,24
1753,this is a nice sturdy bed and my two year-old loves it it seems to be made well we are very happy with this purchase,1.0,0.0,DT VBZ DT JJ JJ NN CC PRP$ CD JJ VBZ PRP PRP VBZ TO VB VBN RB PRP VBP RB JJ IN DT NN,this be a nice sturdy bed and my two year-old love it it seem to be make well we be very happy with this purchase,25
1754,excellent thanks,0.0,0.0,JJ NNS,excellent thanks,2
1755,this is good and easily went up with some command hooks the edges are elastic and so it stretches out a lot once hung so keep that in mind,2.0,1.0,DT VBZ JJ CC RB VBD RP IN DT NN VBZ DT NNS VBP JJ CC IN PRP VBZ RP DT NN RB VBD RB VB IN IN NN,this be good and easily go up with some command hook the edge be elastic and so it stretch out a lot once hang so keep that in mind,29
1756,a little hard to put on but fits perfectly,1.0,0.0,DT JJ JJ TO VB RP CC VBZ RB,a little hard to put on but fit perfectly,9
1757,as a professed ofs this is my preference for remembering and meditating on the charism of st francis of assisi excellent quality both sided and edge is polished,2.0,1.0,IN DT VBN NNS DT VBZ PRP$ NN IN VBG CC VBG IN DT NN IN NN NN IN NNS JJ NN CC VBD CC NN VBZ VBN,as a profess of this be my preference for remember and meditate on the charism of st francis of assisus excellent quality both side and edge be polish,28
1758,okay,0.0,0.0,JJ,okay,1
1759,i bought two sets of these for a couple of used controllers i bought on craigslist they work perfectly and in fact i prefer them to the original ds4 sticks i am debating getting a new set for the brand new controller that i have because i prefer the look and feel of the sticks there is better grab and better feel during game play i would recommend these for simply controller customization or repair either way they are fantastic,2.0,1.0,LS VBD CD NNS IN DT IN DT NN IN VBN NNS FW VBN IN NN PRP VBP RB CC IN NN FW VBP PRP TO DT JJ NN VBZ FW VBP VBG VBG DT JJ NN IN DT NN JJ NN WDT FW VBP IN FW VBP DT NN CC NN IN DT NNS EX VBZ JJR NN CC JJR NN IN NN NN FW MD VB DT IN RB NN NN CC NN DT NN PRP VBP JJ,i buy two set of these for a couple of use controller i buy on craigslist they work perfectly and in fact i prefer they to the original ds4 stick i be debate get a new set for the brand new controller that i have because i prefer the look and feel of the stick there be better grab and better feel during game play i would recommend these for simply controller customization or repair either way they be fantastic,80
1760,i am a new mom and i thought after reading the reviews regarding this bottle i noticed alot of people saying that they leaked then others would say they arent putting the nipples on correctly .. well i want to say that before i nknow it when i am feeding my baby the formula is all over the bib and her clothes and me and everything else in the path it has happened to me enough times that i am switching bottles and trust me i did my research and these bottles are over-rated,0.0,0.0,LS VBP DT JJ NN CC FW VBN IN VBG DT NNS VBG DT NN FW VBN NN IN NNS VBG IN PRP VBD RB NNS MD VB PRP VBP VBG DT NNS IN RB .,i be a new mom and i think after read the review regard this bottle i notice alot of people say that they leak then other would say they arent put the nipple on correctly .,94
1761,love it love it it is very challenging however it is also very addicting cannot put it down.my husband loves it too,2.0,1.0,NN PRP VBP PRP PRP VBZ RB JJ RB PRP VBZ RB RB JJ MD RB VB PRP VB NN VBZ PRP RB,love it love it it be very challenging however it be also very addicting can not put it down.my husband love it too,22
1762,after around one month of using this bag extensively i can say that i have found it to be almost exactly what i would have designed for myself i have taken this bag with me on long commercial flights with several connections in the car for short as well as extended trips on four seater prop planes for aerial shoots etc it always also contains my seventeen macintosh laptop as well plus two extra batteries for the laptop i have packed this bag in default mode relatively full with all the gear i would likely need for a trip for both the laptop as well as the d300 the extra one hundred and five mm macro nikkor lens two lens hoods the sb800 flash additional filters batteries etc yes it is of course heavy by my choice of course but the key is that it can and does handle it all well the camera is very readily accessible albeit not with the lens hood which would require my opening the side compartment for access i have the comfort of knowing that i have almost everything on me that i might need for the shoot and the portability of a very sturdy and well built backpack that fits superbly when completely cinched around the shoulders chest and waist the only reason that i gave it four and not five stars is because try as i might i have not found a way to attach even my smallest tripod except for the table top version which is indeed already in the bag to the bag to take with me the cost to step up to the model that accepts the tripod is rather steep whereas it should have been a rather simple addition to a bag of this dimensions to attach a tripod hooking mechanism nevertheless despite this drawback this is the bag that i want with me for ninety-nine of my travels and which has become not only my one camera bag but frankly my one seventeen laptop bag as well now that i can take my laptop and camera equipment with me at all times great job lowepro,3.0,1.0,IN IN CD NN IN VBG DT NN RB FW MD VB IN FW VBP VBN PRP TO VB RB RB WP FW MD VB VBN IN PRP FW VBP VBN DT NN IN PRP IN JJ JJ NNS IN JJ NNS IN DT NN IN JJ RB RB IN VBN NNS IN CD JJ VBP NNS IN JJ NNS FW PRP RB RB VBZ PRP$ CD JJ NN RB RB CC CD JJ NNS IN DT NN FW VBP VBN DT NN IN NN NN RB JJ IN PDT DT NN FW MD RB VB IN DT NN IN CC DT NN RB RB IN DT NN DT JJ CD CD CC CD NN NN JJ NN CD NN NNS DT NN NN JJ NNS NNS FW UH PRP VBZ IN NN NN IN PRP$ NN IN NN CC DT NN VBZ IN PRP MD CC VBZ VB PRP RB RB DT NN VBZ RB RB JJ IN RB IN DT NN NN WDT MD VB PRP$ VBG DT NN NN IN NN FW VBP DT NN IN VBG IN FW VBP RB NN IN PRP IN FW MD VB IN DT NN CC DT NN IN DT RB JJ CC RB VBN NN WDT VBZ RB WRB RB VBN IN DT NNS NN CC NN DT JJ NN WDT FW VBD PRP CD CC RB CD NNS VBZ IN NN IN FW MD FW VBP RB VBN DT NN TO VB RB PRP$ JJS NN IN IN DT NN JJ NN WDT VBZ RB RB IN DT NN TO DT NN TO VB IN PRP DT NN TO VB RP TO DT NN WDT VBZ DT NN VBZ RB JJ IN PRP MD VB VBN DT RB JJ NN TO DT NN IN DT NNS TO VB DT NN VBG NN RB IN DT NN DT VBZ DT NN WDT FW VBP IN PRP IN CD IN PRP$ NNS CC WDT VBZ VBN RB RB PRP$ CD NN NN CC RB PRP$ CD CD NN NN RB RB RB IN FW MD VB PRP$ NN CC NN NN IN PRP IN DT NNS JJ NN NN,after around one month of use this bag extensively i can say that i have find it to be almost exactly what i would have design for myself i have take this bag with I on long commercial flight with several connection in the car for short as well as extend trip on four seater prop plane for aerial shoot etc it always also contain my seventeen macintosh laptop as well plus two extra battery for the laptop i have pack this bag in default mode relatively full with all the gear i would likely need for a trip for both the laptop as well as the d300 the extra one hundred and five mm macro nikkor lens two lens hood the sb800 flash additional filter battery etc yes it be of course heavy by my choice of course but the key be that it can and do handle it all well the camera be very readily accessible albeit not with the lens hood which would require my open the side compartment for access i have the comfort of know that i have almost everything on I that i might need for the shoot and the portability of a very sturdy and well build backpack that fit superbly when completely cinch around the shoulder chest and waist the only reason that i give it four and not five star be because try as i might i have not find a way to attach even my smallest tripod except for the table top version which be indeed already in the bag to the bag to take with I the cost to step up to the model that accept the tripod be rather steep whereas it should have be a rather simple addition to a bag of this dimension to attach a tripod hook mechanism nevertheless despite this drawback this be the bag that i want with I for ninety-nine of my travels and which have become not only my one camera bag but frankly my one seventeen laptop bag as well now that i can take my laptop and camera equipment with I at all time great job lowepro,358
1763,these are good headphones i bought them because a review here compared them favorably to bose i do not know about bose except they are more but on a new york commuter train you cannot tell on or off with these sony's on is slightly louder but the train noise is the same so at this price they are good headphones for someone who hates ear plugs they do not cancel outside noise more than ten and that is mostly voices,2.0,1.0,DT VBP JJ NNS FW VBD PRP IN DT NN RB VBD PRP RB TO VB FW VBP RB VB IN NN IN PRP VBP RBR CC IN DT JJ NN NN NN PRP MD RB VB IN CC IN IN DT NN POS IN VBZ RB RBR CC DT NN NN VBZ DT JJ RB IN DT NN PRP VBP JJ NNS IN NN WP VBZ NN NNS PRP VBP RB VB JJ NN RBR IN CD CC DT VBZ RB NNS,these be good headphone i buy they because a review here compare they favorably to bose i do not know about bose except they be more but on a new york commuter train you can not tell on or off with these sony 's on be slightly louder but the train noise be the same so at this price they be good headphone for someone who hate ear plug they do not cancel outside noise more than ten and that be mostly voice,81
1764,been looking for this strap for months and of course amazon has it at a smoking price fits on my canon 5d mark iii with no issues and even works with the bottom grip attached to my camera simple to adjust and allows you to still use a tripod with it perfect,2.0,1.0,VBN VBG IN DT NN IN NNS CC IN NN NN VBZ PRP IN DT NN NN VBZ IN PRP$ NN JJ NN LS IN DT NNS CC RB VBZ IN DT JJ NN VBN TO PRP$ NN JJ TO VB CC VBZ PRP TO RB VB DT NN IN PRP JJ,be look for this strap for month and of course amazon have it at a smoking price fit on my canon 5d mark iii with no issue and even work with the bottom grip attach to my camera simple to adjust and allow you to still use a tripod with it perfect,52
1765,little stiff feeling for a half a dozen dog walks or so but they did keep my feet warm and dry,2.0,1.0,JJ JJ NN IN DT NN DT NN NN VBZ CC RB CC PRP VBD VB PRP$ NNS JJ CC JJ,little stiff feeling for a half a dozen dog walk or so but they do keep my foot warm and dry,21
1766,not only does it pretend to be in fp at any shutter speed it also fails to communicate fx dx sensor size data furthermore exposure is just inconsistent and useless this may work with other models but with the d8 zero it is useless,2.0,1.0,RB RB VBZ PRP VB TO VB IN NN IN DT JJR NN PRP RB VBZ TO VB NN NN NN NN NNS RB NN VBZ RB JJ CC JJ DT MD VB IN JJ NNS CC IN DT NN CD PRP VBZ JJ,not only do it pretend to be in fp at any shutter speed it also fail to communicate fx dx sensor size datum furthermore exposure be just inconsistent and useless this may work with other model but with the d8 zero it be useless,44
1767,good,0.0,0.0,JJ,good,1
1768,i was a turbotax user for years but the price increases for the two thousand and fourteen tax year were way too much for me so i switched to h r block basic it seems to have all the tax forms of any full featured tax program at a fraction of the tt price h r imported all my information from last year's tt files without any apparent trouble like tt you can do an interview or fill out the forms i had no problem navigating the program it is just as annoying as tt in that it wants you to register although you can avoid doing so with the requisite number of extra clicks my review is preliminary as i have not done much with the program yet i did have an installation problem that i wanted to share i got the disk inserted it in my cd drive and the disk was read in the normal fashion i clicked on the tcauto.exe file to install the program and it ran but when i clicked the install button i got an error message software did not install correctly i ended up calling h r and got a friendly guy on the phone none of the usual things worked while he was off looking for an answer i navigated to the installer folder on the disk and ran the exe file there the program installed normally that was good because the helper was out of ideas i report this in case others have the same problem,2.0,1.0,LS VBD DT NN NN IN NNS CC DT NN NNS IN DT CD CD CC CD NN NN VBD RB RB JJ IN PRP RB FW VBN TO NN NN NN JJ PRP VBZ TO VB PDT DT NN NNS IN DT JJ JJ NN NN IN DT NN IN DT NN NN NN NN VBN DT PRP$ NN IN JJ NN POS NN NNS IN DT JJ NN IN NN PRP MD VB DT NN CC VB RP DT NNS FW VBD DT NN VBG DT NN PRP VBZ RB IN JJ IN NN IN IN PRP VBZ PRP TO VB IN PRP MD VB VBG RB IN DT JJ NN IN JJ NNS PRP$ NN VBZ JJ IN FW VBP RB VBN RB IN DT NN RB FW VBD VB DT NN NN WDT FW VBD TO VB FW VBD DT NN VBD PRP IN PRP$ NN NN CC DT NN VBD VBN IN DT JJ NN FW VBN IN DT NN NN TO VB DT NN CC PRP VBD CC WRB FW VBD DT VB NN FW VBD DT NN NN NN VBD RB VB RB FW VBD RP VBG NN NN CC VBD DT JJ NN IN DT NN NN IN DT JJ NNS VBD IN PRP VBD RB VBG IN DT NN FW VBD TO DT NN NN IN DT NN CC VBD DT NN NN RB DT NN VBN RB DT VBD JJ IN DT NN VBD IN IN NNS FW NN DT IN NN NNS VBP DT JJ NN,i be a turbotax user for year but the price increase for the two thousand and fourteen tax year be way too much for I so i switch to h r block basic it seem to have all the tax form of any full featured tax program at a fraction of the tt price h r import all my information from last year 's tt file without any apparent trouble like tt you can do a interview or fill out the form i have no problem navigate the program it be just as annoying as tt in that it want you to register although you can avoid do so with the requisite number of extra click my review be preliminary as i have not do much with the program yet i do have a installation problem that i want to share i get the disk insert it in my cd drive and the disk be read in the normal fashion i click on the tcauto.exe file to install the program and it run but when i click the install button i get a error message software do not install correctly i end up call h r and get a friendly guy on the phone none of the usual thing work while he be off look for a answer i navigate to the installer folder on the disk and run the exe file there the program install normally that be good because the helper be out of idea i report this in case other have the same problem,256
1769,never has performed according to directions .. keeps repeating captain jojo at the helm over and over and does nothing else ... my two year old throws it out of the tub because it is downright annoying,0.0,0.0,RB VBZ VBN VBG TO NNS .,never have perform accord to direction .,37
1770,love love love very easy to handle,1.0,0.0,NN NN NN RB JJ TO VB,love love love very easy to handle,7
1771,the idea behind this software is pretty good but do not plan on using it if you have windows two thousand it is sad that companies like this have not upgraded their code to run on operating systems that have been out for more than two years.it is slightly buggy so expect that especially with the mdi cables and the scoring they perform on your performances,2.0,1.0,DT NN IN DT NN VBZ RB JJ CC VBP RB VB IN VBG PRP IN PRP VBP NNS CD CD PRP VBZ JJ IN NNS IN DT VBP RB VBN PRP$ NN TO VB IN VBG NNS WDT VBP VBN RP IN JJR IN CD NN VBZ RB VB RB VB DT RB IN DT NN NNS CC DT VBG PRP VBP IN PRP$ NNS,the idea behind this software be pretty good but do not plan on use it if you have window two thousand it be sad that company like this have not upgrade they code to run on operate system that have be out for more than two years.it be slightly buggy so expect that especially with the mdi cable and the score they perform on you performance,66
1772,so far so good quite a bit bulkier than expected but overall its a very cute charm i like the different shades of brown makes it an interesting piece,2.0,1.0,RB RB RB JJ RB DT NN JJR IN VBN CC JJ PRP$ DT RB JJ NN FW IN DT JJ NNS IN JJ VBZ PRP DT JJ NN,so far so good quite a bit bulkier than expect but overall its a very cute charm i like the different shades of brown make it a interesting piece,29
1773,my only regret is that i do not know spanish thanks to a good friend of mine i fell in love with paulina rubio and her music about a year and a half ago i will be eternally grateful to him this was about the time border girl came out i was so impressed with paulina's style and versatility that i thought every song on that cd from balads to her more rythmic sounds was perfect i feel like dancing every time i hear a track from it paulatina continues in that fashion even though i do not understand spanish paulatina has the same impact on me as border girl i cannot wait until her next album comes out this time hopefully with some english i am so happy that finally paulina deservedly hit the top of the charts,2.0,1.0,PRP$ JJ NN VBZ IN FW VBP RB VB NNP NNS TO DT JJ NN IN NN FW VBD IN NN IN NN NN CC PRP$ NN IN DT NN CC DT NN IN FW MD VB RB JJ TO PRP DT VBD IN DT NN NN NN VBD RP FW VBD RB JJ IN NN POS NN CC NN WDT FW VBD DT NN IN DT NN IN NNS TO PRP$ JJR JJ NNS VBD JJ FW VB IN NN DT NN FW VB DT NN IN PRP NN VBZ IN DT NN RB IN FW VBP RB VB NNP NNP VBZ DT JJ NN IN PRP IN NN NN FW MD RB VB IN PRP$ JJ NN VBZ RP DT NN RB IN DT JJ FW VBP RB JJ IN RB NN RB VBD DT NN IN DT NNS,my only regret be that i do not know spanish thanks to a good friend of mine i fall in love with paulina rubio and she music about a year and a half ago i will be eternally grateful to he this be about the time border girl come out i be so impressed with paulina 's style and versatility that i think every song on that cd from balad to she more rythmic sound be perfect i feel like dancing every time i hear a track from it paulatina continue in that fashion even though i do not understand spanish paulatina have the same impact on I as border girl i can not wait until she next album come out this time hopefully with some english i be so happy that finally paulina deservedly hit the top of the chart,139
1774,this is an original blackberry replacement battery recommend purchase of this product for a replacement battery for your cell phone,1.0,0.0,DT VBZ DT JJ NN NN NN VB NN IN DT NN IN DT NN NN IN PRP$ NN NN,this be a original blackberry replacement battery recommend purchase of this product for a replacement battery for you cell phone,20
1775,very cool site,0.0,0.0,RB JJ NN,very cool site,3
1776,i had to return them left side blew out almost immediately i was expecting more given some of the reviews that i read amazon customer service was good but product was not,1.0,0.0,LS VBD TO VB PRP JJ NN VBD RP RB RB FW VBD VBG JJR VBN DT IN DT NNS WDT FW VB NN NN NN VBD JJ CC NN VBD RB,i have to return they left side blow out almost immediately i be expect more give some of the review that i read amazon customer service be good but product be not,32
